"product_id","product_name","category","brand","unit_price","unit_cost","launch_date","is_active","wymaga_weryfikacji"
1553,Zjawisko Moda Premium,Moda damska,Vesto,161.99,82.62,2026-05-30,true,false
1559,Bogactwo Moda Basic,Moda damska,UrbanLine,98.58,56.39,2025-11-30,true,false
1560,Pijany Moda Eco,Moda damska,MaxFit,109.74,74.48,2024-12-07,true,false
1567,Smak Moda Classic,Moda damska,Domora,98.85,64.46,2026-07-27,true,false
1575,Górski Moda Basic,Moda damska,GripPro,239.94,141.22,2026-06-16,true,false
1577,Moment Moda Premium,Moda damska,Primo Style,304.37,166.77,2025-04-14,true,false
1593,Postać Moda Eco,Moda damska,GripPro,311.80,150.46,2026-06-28,true,false
1606,Wrażenie Moda Classic,Moda damska,Domora,209.70,106.88,2025-01-07,true,false
1633,Uderzyć Moda Pro,Moda damska,UrbanLine,219.70,124.78,2025-10-16,true,false
1634,Wspomnienie Moda Eco,Moda damska,GripPro,326.21,190.45,2026-04-24,true,false
1635,! Moda Classic,Moda damska,Aurea,203.48,78.34,2026-07-29,true,false
1640,Niebieski Moda Pro,Moda damska,MaxFit,388.86,248.24,2025-09-09,true,false
1646,Albo Moda Basic,Moda damska,GripPro,204.73,111.72,2025-12-15,true,false
1651,Letni Moda Classic,Moda damska,Tessera,321.06,172.99,2025-09-15,true,false
1653,Administracyjny Moda Classic,Moda damska,Nortex,358.47,189.48,2025-11-30,true,false
1658,Zeszły Moda Pro,Moda damska,Lumia,58.79,25.87,2025-10-28,true,false
1659,Ciężar Moda Premium,Moda damska,UrbanLine,68.73,36.81,2025-09-01,true,false
1662,Przeciw Moda Premium,Moda damska,Tessera,366.45,212.58,2024-09-14,true,false
1679,Promień Moda Basic,Moda damska,Klarra,72.28,28.31,2026-05-02,true,false
1681,Artykuł Moda Premium,Moda damska,Tessera,383.93,191.00,2026-05-12,true,false
1686,Polska Moda Pro,Moda damska,Ecolen,215.77,100.23,2025-03-16,true,false
1690,Zrobić Moda Basic,Moda damska,Primo Style,282.67,185.73,2024-10-27,true,false
1692,Środowisko Moda Basic,Moda damska,GripPro,49.93,29.85,2026-04-07,true,false
1694,Stworzyć Moda Classic,Moda damska,Tessera,65.16,34.28,2024-12-11,true,false
1700,Tłuszcz Moda Basic,Moda damska,Klarra,318.98,155.50,2026-04-28,true,false
1706,Dzielnica Moda Classic,Moda damska,Aurea,288.45,122.54,2026-08-03,true,false
1707,Ustawa Moda Eco,Moda damska,UrbanLine,120.06,75.14,2026-06-25,true,false
1708,Czterdzieści Moda Pro,Moda damska,Tessera,95.29,63.11,2026-02-27,true,false
1715,Twarz Moda Classic,Moda damska,Ecolen,86.98,44.17,2026-02-16,true,false
1718,Zawodnik Moda Eco,Moda damska,Ecolen,271.71,157.92,2025-07-25,false,false
1748,Tablica Moda Premium,Moda damska,Kidzo,75.68,33.26,2026-06-01,true,false
1752,Szpital Moda Pro,Moda damska,Tessera,105.33,60.40,2024-10-09,false,false
1753,Nazwisko Moda Basic,Moda damska,Lumia,250.61,139.51,2026-03-15,true,false
1759,Ona Moda Basic,Moda damska,Tessera,385.58,181.13,2024-11-25,true,false
1775,Społeczeństwo Moda Classic,Moda damska,Nordly,361.49,206.24,2026-06-22,true,false
1781,Oddech Moda Basic,Moda damska,Klarra,109.99,70.86,2025-09-11,true,false
1782,Jasny Moda Pro,Moda damska,Lumia,282.76,130.55,2025-12-11,true,false
1784,Zawartość Moda Eco,Moda damska,Bellure,338.66,183.64,2026-08-06,true,false
1787,Tyle Moda Eco,Moda damska,UrbanLine,126.70,68.07,2026-02-09,true,false
1791,W formie Moda Classic,Moda damska,MaxFit,377.67,211.21,2026-01-12,true,false
1796,Kolano Moda Basic,Moda damska,Vesto,335.28,150.93,2025-01-24,true,false
1799,Hotel Moda Premium,Moda damska,MaxFit,136.07,68.30,2025-12-04,true,false
1800,Rząd Moda Eco,Moda damska,GripPro,386.56,189.79,2026-06-28,true,false
1824,Paliwo Moda Basic,Moda damska,MaxFit,331.73,172.90,2025-11-22,true,false
1832,Obraz Moda Premium,Moda damska,Primo Style,216.25,113.02,2024-12-09,true,false
1838,Wprowadzać Moda Pro,Moda damska,Kidzo,185.28,110.82,2026-06-02,true,false
1848,Okres Moda Pro,Moda damska,Ecolen,187.01,93.12,2025-01-12,true,false
1849,Niebo Moda Basic,Moda damska,Kidzo,46.07,21.24,2024-09-21,true,false
1851,Pomarańcza Moda Eco,Moda damska,Ecolen,91.78,53.26,2025-11-06,true,false
1860,Anioł Moda Classic,Moda damska,Domora,271.25,126.83,2024-09-06,true,false
1861,Osioł Moda Pro,Moda damska,Kidzo,384.73,212.61,2026-06-15,true,false
1863,Stać Moda Eco,Moda damska,Aurea,43.78,17.85,2025-08-22,true,false
1874,Wolno Moda Pro,Moda damska,Kidzo,298.20,156.28,2024-11-26,true,false
1892,Filozofia Moda Basic,Moda damska,Ecolen,312.43,154.10,2024-12-07,true,false
1894,Ani Moda Pro,Moda damska,Nortex,160.94,84.73,2025-10-27,true,false
1899,Udać się Moda Premium,Moda damska,Lumia,390.54,233.39,2025-10-05,true,false
1901,Czerwiec Moda Classic,Moda damska,Domora,276.20,144.59,2024-11-18,true,false
1911,Jedyny Moda Classic,Moda damska,Bellure,264.03,147.25,2025-10-16,true,false
1912,Brak Moda Basic,Moda damska,Lumia,57.12,33.88,2024-10-31,true,false
1913,Pięć Moda Pro,Moda damska,Kidzo,106.44,53.50,2026-04-07,true,false
1917,Sklep Moda Pro,Moda damska,Ecolen,59.13,30.31,2026-04-01,true,false
1922,Praktyka Moda Classic,Moda damska,Ecolen,87.83,52.08,2024-11-01,true,false
1924,Czasownik Moda Eco,Moda damska,MaxFit,288.09,170.73,2024-11-12,true,false
1928,Fakt Moda Premium,Moda damska,MaxFit,132.08,75.00,2025-04-20,true,false
1930,Chłop Moda Basic,Moda damska,Primo Style,183.35,92.40,2025-04-08,true,false
1933,Tutaj Moda Pro,Moda damska,Tessera,326.44,158.94,2025-05-31,true,false
1936,Staw Moda Eco,Moda damska,Ecolen,238.48,100.10,2024-12-21,true,false
1937,Biedny Moda Premium,Moda damska,MaxFit,175.33,101.60,2025-11-12,true,false
1938,Dania Moda Eco,Moda damska,Ecolen,351.06,217.70,2026-05-17,true,false
1941,Ryzyko Moda Classic,Moda damska,Domora,99.04,59.00,2024-11-22,true,false
1943,Dziecko Moda Basic,Moda damska,GripPro,160.49,87.70,2025-10-22,true,false
1947,Artykuł Moda Premium,Moda damska,Vesto,342.31,197.60,2024-11-06,true,false
1948,Te Moda Premium,Moda damska,Tessera,148.10,81.46,2025-11-18,true,false
1951,Włosy Moda Classic,Moda damska,Domora,342.72,200.23,2025-10-14,true,false
1955,Podróż Moda Premium,Moda damska,Vesto,90.40,53.03,2025-03-27,true,false
1963,Pójść Moda Premium,Moda damska,GripPro,138.91,77.81,2025-10-23,true,false
1967,Bar Moda Eco,Moda damska,Bellure,381.27,186.28,2024-10-29,true,false
1969,Źle Moda Eco,Moda damska,GripPro,232.71,101.43,2026-01-02,true,false
1971,Zdarzenie Moda Pro,Moda damska,Lumia,204.86,98.60,2025-11-24,true,false
1976,Nasienie Moda Classic,Moda damska,Bellure,370.48,204.33,2026-07-20,true,false
1980,Oznaczać Moda Pro,Moda damska,Kidzo,167.44,72.45,2024-12-16,true,false
1981,Pojazd Moda Premium,Moda damska,Ecolen,7095.62,128.76,2025-04-15,true,false
1983,Poznać Moda Pro,Moda damska,Klarra,114.37,64.76,2025-09-30,true,false
1987,Węgry Moda Premium,Moda damska,GripPro,70.73,46.37,2025-12-11,false,false
506,Korona Moda Eco,Moda damska,Tessera,70.55,34.41,2026-06-23,true,false
1140,Niechęć Moda Eco,Moda damska,Lumia,282.86,146.74,2025-10-22,true,false
888,Złożony Dom Premium,Dom i wnętrza,Nortex,459.85,216.88,2024-12-14,true,false
890,Pojedynczy Dom Classic,Dom i wnętrza,Vantex,205.98,88.19,2024-10-19,true,false
1866,Za Moda Eco,Moda damska,Vesto,272.37,180.09,2024-12-31,true,false
892,Rzucać Dom Basic,Dom i wnętrza,MaxFit,733.71,403.30,2026-04-11,true,false
592,Proces Moda Basic,Moda męska,Vesto,270.24,132.82,2024-10-10,true,false
4,Kontynent Moda Pro,Moda męska,GripPro,148.53,76.23,2025-09-11,true,false
30,Październik Moda Pro,Moda męska,Aurea,365.72,227.83,2025-02-05,true,false
31,Kula Moda Premium,Moda męska,Klarra,186.74,92.39,2024-10-02,true,false
1472,Komórka Moda Premium,Moda męska,GripPro,223.46,134.48,2025-04-17,true,false
1476,Być Moda Premium,Moda męska,Ecolen,161.85,83.88,2025-07-29,false,false
1480,Obcy Moda Pro,Moda męska,Vesto,310.64,177.30,2025-02-13,true,false
1484,Padać Moda Basic,Moda męska,UrbanLine,39.22,24.40,2025-03-21,true,false
1488,Szacunek Moda Premium,Moda męska,Vantex,77.45,47.56,2026-07-28,true,false
1496,Ważny Moda Classic,Moda męska,Bellure,366.31,203.23,2026-03-18,true,false
1497,Nieść Moda Classic,Moda męska,Vesto,358.75,181.26,2025-03-16,false,false
1508,Oddech Moda Classic,Moda męska,Lumia,264.96,135.24,2024-12-08,false,false
1520,Strata Moda Premium,Moda męska,Bellure,178.25,90.83,2024-10-07,true,false
1522,Polityka Moda Premium,Moda męska,GripPro,41.18,21.89,2025-08-31,true,false
1523,Tłumaczyć Moda Basic,Moda męska,Klarra,83.37,48.61,2024-12-14,true,false
1550,Pani Moda Premium,Moda męska,Lumia,237.24,110.76,2024-11-01,true,false
1551,Uzyskać Moda Basic,Moda męska,Kidzo,301.12,197.63,2026-02-17,false,false
306,Dwa Dom Eco,Dom i wnętrza,Primo Style,243.21,139.69,2025-08-21,true,false
310,Badać Dom Classic,Dom i wnętrza,Domora,303.89,150.23,2026-04-07,false,false
312,Ten Dom Classic,Dom i wnętrza,Primo Style,92.26,49.37,2025-12-17,true,false
317,Czynność Dom Pro,Dom i wnętrza,Tessera,785.47,431.96,2026-03-28,true,false
515,Staw Moda Eco,Moda męska,Ecolen,163.60,90.56,2026-03-10,true,false
517,Minerał Moda Basic,Moda męska,Bellure,371.19,268.20,2026-02-09,true,false
526,Miód Moda Basic,Moda męska,Ecolen,59.80,32.63,2025-12-03,true,false
433,Wejście Dom Classic,Dom i wnętrza,Nortex,61.33,31.26,2026-05-01,true,false
434,Świat Dom Pro,Dom i wnętrza,Domora,422.44,224.60,2025-09-14,true,false
440,Piasek Dom Basic,Dom i wnętrza,MaxFit,784.42,502.22,2025-10-15,true,false
1089,Pozostać Moda Pro,Moda męska,Tessera,99.30,42.78,2026-03-07,true,false
827,Wiara Dom Pro,Dom i wnętrza,Kidzo,670.53,385.73,2025-05-27,true,false
906,Czyn Dom Eco,Dom i wnętrza,Vesto,93.57,35.52,2025-10-18,true,false
909,Działać Dom Premium,Dom i wnętrza,Vantex,256.90,99.88,2025-12-17,true,false
924,Ciężki Dom Eco,Dom i wnętrza,Primo Style,181.67,91.34,2026-03-26,true,false
928,Niemiec Dom Classic,Dom i wnętrza,Kidzo,243.91,135.78,2025-11-07,true,false
939,Piasek Dom Basic,Dom i wnętrza,Vantex,84.00,34.19,2026-07-19,true,false
943,Smak Dom Pro,Dom i wnętrza,Klarra,204.46,77.22,2025-03-20,true,false
944,Wieża Dom Basic,Dom i wnętrza,Lumia,599.00,294.13,2026-07-22,true,false
946,Tablica Dom Pro,Dom i wnętrza,Klarra,548.56,281.41,2025-11-07,true,false
957,Zanim Dom Pro,Dom i wnętrza,Vantex,251.11,155.04,2024-09-12,true,false
960,Jedzenie Dom Classic,Dom i wnętrza,Vesto,199.16,86.01,2026-05-11,true,false
961,Wieczór Dom Premium,Dom i wnętrza,Domora,670.64,302.52,2025-02-18,true,false
964,Polska Dom Pro,Dom i wnętrza,Vesto,856.60,488.09,2026-04-12,true,false
966,Palić Dom Eco,Dom i wnętrza,Lumia,674.28,346.90,2026-01-25,true,false
972,Wiatr Dom Classic,Dom i wnętrza,Kidzo,411.78,176.57,2025-11-15,true,false
973,Koncert Dom Basic,Dom i wnętrza,Ecolen,843.31,393.38,2024-09-16,true,false
975,Łaciński Dom Pro,Dom i wnętrza,Nordly,74.10,41.16,2024-11-13,true,false
981,Wąski Dom Eco,Dom i wnętrza,Kidzo,295.77,149.95,2025-09-11,true,false
990,Radiowy Dom Premium,Dom i wnętrza,Nordly,165.16,100.97,2025-12-17,true,false
991,Polityka Dom Basic,Dom i wnętrza,GripPro,181.67,77.65,2024-11-14,true,false
999,Lato Dom Eco,Dom i wnętrza,Lumia,216.89,110.15,2025-10-16,true,false
1003,Powód Dom Pro,Dom i wnętrza,Bellure,785.84,423.11,2024-11-16,true,false
1010,Duński Dom Basic,Dom i wnętrza,GripPro,246.36,139.71,2024-09-29,true,false
1020,Sądzić Dom Pro,Dom i wnętrza,MaxFit,403.85,183.17,2026-08-06,true,false
14,Kula Dom Eco,Dom i wnętrza,Kidzo,872.42,509.10,2026-02-12,true,false
1040,Zdrowy Dom Classic,Dom i wnętrza,Nortex,630.12,341.38,2025-02-02,true,false
1102,Miasto Moda Eco,Moda damska,Primo Style,318.74,211.92,2026-04-04,true,false
1044,Grób Dom Pro,Dom i wnętrza,Klarra,737.26,400.52,2026-02-10,true,false
1045,Dokument Dom Eco,Dom i wnętrza,Primo Style,689.98,299.13,2025-06-12,true,false
1047,Religijny Dom Eco,Dom i wnętrza,Ecolen,54.43,25.95,2025-10-14,true,false
1061,Wybrać Dom Pro,Dom i wnętrza,Aurea,686.38,428.17,2025-05-31,true,false
1065,Dziać się Dom Classic,Dom i wnętrza,Lumia,882.50,510.34,2025-12-29,true,false
1073,Okno Dom Classic,Dom i wnętrza,Domora,756.86,406.14,2025-12-04,true,false
1074,Pochodzić Dom Classic,Dom i wnętrza,Lumia,757.55,449.35,2026-03-29,true,false
1077,Dziewczynka Dom Pro,Dom i wnętrza,Bellure,267.11,136.38,2025-11-06,true,false
1080,Wiedzieć Dom Basic,Dom i wnętrza,Bellure,794.97,389.19,2026-05-23,true,false
1088,Światło Dom Basic,Dom i wnętrza,Kidzo,259.72,117.05,2024-11-25,true,false
1091,Ryż Dom Basic,Dom i wnętrza,GripPro,228.21,108.01,2025-04-17,true,false
1097,Zupełnie Dom Premium,Dom i wnętrza,Primo Style,532.53,222.81,2025-11-16,true,false
1111,Fałszywy Dom Eco,Dom i wnętrza,MaxFit,225.87,79.78,2025-12-25,true,false
1183,Danie Moda Eco,Moda męska,MaxFit,168.32,97.64,2025-08-11,true,false
1184,Seksualny Moda Basic,Moda męska,MaxFit,165.29,95.92,2025-04-23,true,false
1337,Król Dom Premium,Dom i wnętrza,Ecolen,749.24,337.55,2026-06-05,true,false
1338,Do Dom Pro,Dom i wnętrza,Klarra,133.68,75.25,2026-05-07,true,false
1358,Pijany Dom Eco,Dom i wnętrza,Bellure,359.55,116.89,2026-04-29,true,false
1756,Broń Dom Basic,Dom i wnętrza,Nortex,673.23,402.53,2025-12-11,true,false
1757,Grób Dom Pro,Dom i wnętrza,Ecolen,204.94,90.00,2024-11-22,true,false
1758,Błąd Dom Classic,Dom i wnętrza,Vantex,616.00,293.21,2026-04-18,true,false
1762,Natura Dom Classic,Dom i wnętrza,Klarra,74.13,42.15,2026-02-13,true,false
1766,Minister Dom Premium,Dom i wnętrza,Ecolen,230.72,102.15,2025-08-30,true,false
1768,Finansowy Dom Premium,Dom i wnętrza,MaxFit,462.54,219.18,2026-06-21,false,false
1267,Kuchnia Elektronika Pro,Elektronika,Vantex,369.89,268.21,2024-10-26,true,false
2,Miesiąc Uroda Classic,Uroda,UrbanLine,25.11,11.86,2026-05-03,true,false
762,Dania Uroda Classic,Uroda,Klarra,122.99,63.09,2024-12-15,true,false
16,Straszny Uroda Premium,Uroda,Aurea,30.40,15.56,2024-12-17,true,false
40,Odwaga Uroda Eco,Uroda,Klarra,179.07,76.96,2025-03-03,true,false
44,Trawa Uroda Pro,Uroda,Nortex,121.06,46.07,2025-09-07,true,false
1779,Wokół Dom Classic,Dom i wnętrza,Klarra,106.30,63.26,2024-11-05,true,false
1783,Postawić Dom Eco,Dom i wnętrza,Lumia,574.51,326.37,2025-10-20,false,false
1788,Powodować Dom Premium,Dom i wnętrza,Ecolen,820.51,418.19,2025-05-12,true,false
1790,Trzymać Dom Classic,Dom i wnętrza,Vesto,691.10,252.02,2026-06-11,true,false
1794,Reguła Dom Classic,Dom i wnętrza,Aurea,249.75,137.48,2025-12-19,true,false
1802,Przepis Dom Basic,Dom i wnętrza,Vantex,867.84,453.33,2024-12-17,true,false
1810,Temperatura Dom Basic,Dom i wnętrza,Domora,644.30,321.62,2026-01-30,true,false
1813,Stać Dom Pro,Dom i wnętrza,Aurea,895.70,532.20,2025-06-25,true,false
1816,Lato Dom Pro,Dom i wnętrza,Ecolen,389.79,154.59,2024-11-11,true,false
1826,Zdolność Dom Eco,Dom i wnętrza,Bellure,388.26,158.37,2025-02-01,true,false
1829,Większy Dom Premium,Dom i wnętrza,MaxFit,338.54,169.10,2025-08-25,false,false
1835,Ziemski Dom Basic,Dom i wnętrza,Vesto,576.97,245.07,2025-05-11,true,false
47,Zielony Uroda Pro,Uroda,Nordly,186.50,93.94,2026-02-27,true,false
219,Wątpliwość Moda Eco,Moda męska,Aurea,245.81,133.13,2026-03-03,true,false
228,Smak Moda Basic,Moda męska,Nordly,264.97,151.06,2025-04-28,true,false
229,Turecki Moda Premium,Moda męska,Aurea,89.14,52.21,2025-09-29,true,false
230,Tradycja Moda Basic,Moda męska,Lumia,360.80,229.94,2026-03-26,true,false
232,Dzielić Moda Premium,Moda męska,Ecolen,51.07,25.17,2025-10-23,true,false
236,Treść Moda Eco,Moda męska,Nordly,121.53,63.06,2025-12-20,true,false
238,Pół Moda Classic,Moda męska,Ecolen,129.65,80.46,2025-04-16,true,false
244,Z Moda Eco,Moda męska,Vesto,293.61,173.62,2024-11-03,true,false
249,Dziewczyna Moda Basic,Moda męska,Vesto,328.03,199.99,2026-06-09,true,false
256,Typ Moda Premium,Moda męska,Primo Style,92.52,54.23,2025-06-25,true,false
261,Tłumaczyć Moda Eco,Moda męska,Vantex,242.34,156.84,2025-06-10,true,false
268,Podłoga Moda Eco,Moda męska,Vantex,46.10,23.00,2024-11-23,true,false
277,Wiatr Moda Basic,Moda męska,Tessera,237.74,101.58,2026-07-23,true,false
282,Telefon Moda Pro,Moda męska,Domora,89.17,53.24,2026-04-02,true,false
283,Spadać Moda Pro,Moda męska,UrbanLine,393.38,180.88,2025-02-18,true,false
309,Jasny Moda Pro,Moda męska,Klarra,371.78,233.86,2026-04-02,true,false
313,Nie- Moda Eco,Moda męska,Nortex,161.35,85.79,2025-03-08,true,false
322,Cześć Moda Classic,Moda męska,Vantex,124.96,53.35,2024-11-30,true,false
327,Papież Moda Premium,Moda męska,Nortex,322.08,173.41,2026-05-09,true,false
331,"1000 Moda Basic",Moda męska,Nordly,118.38,69.71,2025-04-20,true,false
345,Rząd Moda Eco,Moda męska,Kidzo,283.09,123.21,2026-05-25,true,false
354,Stary Moda Pro,Moda męska,Vantex,261.09,143.66,2026-08-06,true,false
362,Wewnątrz Moda Premium,Moda męska,Vesto,55.47,34.26,2026-05-15,true,false
368,Powodować Moda Pro,Moda męska,Bellure,288.73,155.21,2024-12-10,true,false
370,Rzym Moda Classic,Moda męska,UrbanLine,381.31,244.70,2024-11-28,true,false
376,Głupi Moda Classic,Moda męska,Bellure,387.55,203.85,2024-12-12,true,false
380,Stracić Moda Eco,Moda męska,Nordly,81.23,47.47,2024-11-28,true,false
383,Medycyna Moda Pro,Moda męska,Aurea,135.84,68.68,2025-07-19,true,false
390,Rok Moda Eco,Moda męska,Klarra,240.47,131.88,2024-09-05,true,false
392,Góra Moda Premium,Moda męska,Vantex,50.95,28.16,2024-10-05,true,false
393,Jadalny Moda Classic,Moda męska,Kidzo,181.89,102.53,2025-12-17,true,false
397,Tekst Moda Premium,Moda męska,Nortex,57.71,39.06,2026-05-29,true,false
410,Aż Moda Basic,Moda męska,UrbanLine,163.54,99.94,2025-05-28,true,false
418,Analiza Moda Classic,Moda męska,Tessera,128.00,67.79,2026-05-23,true,false
423,Powszechny Moda Eco,Moda męska,Vesto,388.14,171.20,2024-10-16,true,false
424,Leczenie Moda Basic,Moda męska,Ecolen,100.11,53.15,2025-09-09,true,false
431,Następny Moda Pro,Moda męska,Aurea,230.22,124.51,2026-06-12,true,false
439,Wytwarzać Moda Eco,Moda męska,Klarra,288.35,157.97,2025-11-05,true,false
441,Kolega Moda Basic,Moda męska,Nordly,49.94,28.16,2025-12-07,true,false
442,Tył Moda Basic,Moda męska,Kidzo,116.64,67.82,2025-11-17,false,false
443,Zawodowy Moda Premium,Moda męska,Aurea,180.79,89.67,2025-11-18,true,false
444,Rozmawiać Moda Pro,Moda męska,Klarra,398.79,227.61,2024-10-01,false,false
456,Przyjechać Moda Classic,Moda męska,Domora,225.87,113.43,2025-08-19,true,false
469,Hiszpański Moda Basic,Moda męska,Ecolen,294.26,165.15,2025-02-21,true,false
471,Internetowy Moda Classic,Moda męska,UrbanLine,329.16,167.70,2025-11-02,true,false
477,Można Moda Eco,Moda męska,Lumia,335.14,227.01,2024-11-22,true,false
478,Dodawać Moda Premium,Moda męska,Primo Style,263.59,129.69,2025-07-02,true,false
508,Ziemia Moda Eco,Moda męska,Klarra,255.21,111.76,2025-09-01,true,false
527,Potrawa Moda Eco,Moda męska,Nortex,393.12,200.71,2024-11-14,true,false
536,Kij Moda Pro,Moda męska,Vantex,45.91,24.69,2025-02-11,true,false
539,Próba Moda Pro,Moda męska,Nordly,390.31,187.51,2025-10-28,true,false
551,Szybki Moda Premium,Moda męska,Kidzo,223.40,119.29,2024-11-27,true,false
557,Łąka Moda Basic,Moda męska,Bellure,134.42,79.64,2025-05-23,true,false
567,Wykonywanie Moda Pro,Moda męska,Nortex,358.29,163.44,2026-03-23,true,false
568,Związek Moda Premium,Moda męska,Tessera,349.09,214.31,2026-04-29,true,false
578,Język Moda Pro,Moda męska,Nordly,268.06,159.13,2026-02-05,true,false
580,Okres Moda Pro,Moda męska,Ecolen,300.53,164.88,2026-08-06,false,false
601,Bezpośrednio Moda Pro,Moda męska,Nortex,398.41,224.42,2025-06-16,true,false
608,Głupi Moda Pro,Moda męska,Bellure,132.35,74.37,2025-06-13,true,false
614,Wybuch Moda Basic,Moda męska,Lumia,309.50,146.44,2025-11-19,true,false
616,Sześćdziesiąt Moda Basic,Moda męska,Vantex,365.25,178.07,2025-02-26,true,false
618,Liczny Moda Eco,Moda męska,Klarra,62.53,41.26,2025-08-22,true,false
634,Morze śródziemne Moda Eco,Moda męska,Lumia,61.42,29.33,2025-09-22,true,false
636,Ryż Moda Premium,Moda męska,Primo Style,111.49,60.86,2025-02-28,true,false
640,Dodawać Moda Premium,Moda męska,Tessera,393.60,230.57,2026-02-23,true,false
647,Wynosić Moda Basic,Moda męska,Lumia,326.25,196.92,2025-09-23,true,false
650,Czterdzieści Moda Premium,Moda męska,Bellure,138.69,72.13,2026-08-06,true,false
654,"50 Moda Eco",Moda męska,Bellure,328.30,185.25,2025-09-05,true,false
666,Czysty Moda Pro,Moda męska,Nordly,201.13,104.84,2026-02-07,true,false
670,Oficjalny Moda Premium,Moda męska,Vesto,286.08,141.52,2024-10-13,true,false
673,Rachunek Moda Basic,Moda męska,Aurea,288.89,119.74,2024-12-25,true,false
674,Owoc Moda Premium,Moda męska,Ecolen,50.95,28.47,2025-03-06,true,false
697,Syn Moda Classic,Moda męska,Domora,225.28,95.36,2025-06-21,true,false
719,Pomidor Moda Basic,Moda męska,GripPro,257.85,158.45,2026-07-25,true,false
724,Przychodzić Moda Eco,Moda męska,Domora,309.42,163.53,2024-10-08,true,false
725,Szwajcaria Moda Pro,Moda męska,Vesto,67.86,39.75,2025-12-24,true,false
735,Norma Moda Classic,Moda męska,Tessera,281.27,136.12,2026-03-06,true,false
737,Wódka Moda Classic,Moda męska,Klarra,335.07,141.62,2025-10-24,false,false
742,Produkcja Moda Classic,Moda męska,Kidzo,271.50,141.15,2025-11-22,true,false
55,Rząd Uroda Classic,Uroda,Klarra,74.35,31.60,2025-12-29,true,false
747,Ponad Moda Eco,Moda męska,Lumia,220.96,119.95,2024-10-26,false,false
748,Dziki Moda Classic,Moda męska,Lumia,50.14,29.01,2025-05-08,true,false
756,Wzgórze Moda Basic,Moda męska,Vesto,197.56,112.12,2025-03-23,true,false
703,Sąd Uroda Eco,Uroda,Tessera,180.39,99.85,2025-09-18,true,false
1434,Naturalny Moda Basic,Moda damska,Aurea,147.89,75.26,2026-04-28,true,false
765,Wygląd Moda Premium,Moda męska,Tessera,366.40,208.34,2026-05-20,true,false
777,Kość Moda Eco,Moda męska,Tessera,200.39,142.94,2026-06-11,true,false
787,Słowacki Moda Pro,Moda męska,Tessera,343.53,170.50,2025-08-09,true,false
788,Pozostać Moda Classic,Moda męska,Klarra,66.95,37.82,2025-06-22,true,false
793,Ciasto Moda Classic,Moda męska,Primo Style,325.03,174.69,2024-10-09,true,false
794,Łatwy Moda Pro,Moda męska,Kidzo,184.03,102.28,2025-03-06,true,false
803,"5 Moda Classic",Moda męska,Lumia,335.11,189.86,2025-09-05,true,false
805,Mocny Moda Basic,Moda męska,Domora,136.71,57.65,2024-11-06,false,false
823,Historia Moda Premium,Moda męska,Bellure,334.98,174.94,2025-11-03,true,false
836,Deska Moda Eco,Moda męska,Vantex,317.64,179.51,2026-02-19,true,false
849,Robić Moda Basic,Moda męska,Nortex,331.00,151.97,2025-12-09,true,false
860,Rozmawiać Moda Basic,Moda męska,Aurea,384.83,221.65,2024-12-01,true,false
870,Metalowy Moda Pro,Moda męska,Aurea,42.25,27.86,2025-04-22,true,false
878,Istnienie Moda Eco,Moda męska,Kidzo,369.63,161.81,2026-07-25,true,false
881,Wreszcie Moda Eco,Moda męska,Ecolen,275.39,137.78,2026-06-23,true,false
894,Podział Moda Eco,Moda męska,Ecolen,93.57,56.31,2026-05-19,true,false
897,Przyjąć Moda Eco,Moda męska,UrbanLine,39.00,23.33,2024-10-14,true,false
904,Rola Moda Pro,Moda męska,Vesto,172.54,101.90,2026-05-20,true,false
915,Informacja Moda Pro,Moda męska,Nortex,137.67,70.55,2025-04-14,true,false
918,Wąż Moda Basic,Moda męska,Aurea,379.95,233.91,2025-08-31,true,false
930,Wytwarzać Moda Basic,Moda męska,Tessera,149.44,75.50,2025-04-15,true,false
937,Dziać się Moda Basic,Moda męska,Vantex,309.34,163.77,2025-02-04,true,false
940,Mieć Moda Classic,Moda męska,Bellure,79.79,44.32,2025-05-17,true,false
945,Pogoda Moda Pro,Moda męska,UrbanLine,256.31,139.47,2024-11-05,true,false
947,Panna Moda Eco,Moda męska,Klarra,272.46,172.55,2025-11-14,true,false
953,Futro Moda Classic,Moda męska,Klarra,182.65,95.53,2025-12-30,true,false
959,Silnik Moda Classic,Moda męska,Aurea,268.57,162.90,2024-11-04,true,false
965,Gdzieś Moda Classic,Moda męska,Domora,328.83,148.62,2025-11-27,true,false
970,Instytucja Moda Classic,Moda męska,Vantex,322.46,171.27,2025-07-26,true,false
971,Marka Moda Eco,Moda męska,Nortex,265.89,161.70,2025-06-26,true,false
974,Klucz Moda Eco,Moda męska,Vantex,147.38,62.76,2025-09-22,true,false
978,Kwiecień Moda Basic,Moda męska,GripPro,64.38,33.19,2024-12-12,false,false
979,Czy Moda Classic,Moda męska,Vesto,278.12,155.61,2025-12-28,true,false
980,Bułgarski Moda Premium,Moda męska,GripPro,1823.52,44.23,2025-03-09,false,false
988,"9 Moda Eco",Moda męska,Ecolen,282.70,155.77,2026-04-29,false,false
994,Alkohol Moda Eco,Moda męska,GripPro,69.08,46.43,2024-09-14,true,false
