inventory_id,product_id,warehouse_location,stock_quantity,reorder_level,last_restock_date
758,758,D5,510,91,2026-07-20
759,759,D9,172,30,2025-04-26
760,760,C7,883,158,2024-12-21
761,761,B6,780,140,2025-07-16
762,762,A1,631,113,2025-09-12
763,763,A1,2,5,2026-08-06
764,764,B5,1741,313,2024-12-11
765,765,C12,72,12,2025-10-08
766,766,D3,1303,234,2025-05-15
767,767,D2,587,105,2026-01-06
768,768,A8,1856,334,2026-05-16
769,769,D2,108,19,2026-02-14
770,770,C2,624,112,2024-12-20
771,771,A3,1,5,2025-11-26
772,772,B6,142,25,2025-01-24
773,773,B10,1888,339,2026-08-01
774,774,C6,1490,268,2025-10-07
775,775,C7,604,108,2025-06-28
776,776,A12,3,5,2025-11-14
777,777,B1,1195,215,2025-11-08
778,778,B3,1502,270,2026-06-19
779,779,B2,1976,355,2025-09-06
780,780,C7,1971,354,2026-02-12
781,781,B11,1622,291,2026-08-06
782,782,A1,11,5,2025-11-03
783,783,C3,24,5,2024-11-26
784,784,A6,0,27,2026-08-06
785,785,B11,137,24,2025-11-23
786,786,D2,960,172,2026-08-06
787,787,A1,132,23,2025-09-23
788,788,C9,2,5,2024-10-03
789,789, B11 ,99,17,2026-06-07
790,790,C6,2,5,2026-05-15
791,791, D6 ,3,5,2025-08-25
792,792,D2,1,5,2025-04-28
793,793,A5,177,31,2024-11-05
794,794,A10,132,23,2026-06-02
795,795,C11,1036,186,2025-09-16
796,796,B10,1657,298,2026-03-30
797,797,A10,1129,203,2025-11-06
798,798,B6,1622,291,2024-11-14
799,799,B7,53,9,2024-10-22
800,800,C6,79,14,2025-05-12
801,801,A3,121,21,2024-09-11
802,802,A12,38,6,2024-12-31
803,803,B1,3,5,2026-06-06
804,804,C9,1,5,2025-10-10
805,805,D5,63,11,2025-12-05
806,806,B10,146,26,2026-02-28
807,807,A6,1990,358,2026-07-23
808,808,B8,1596,287,2024-11-24
809,809,B10,136,24,2025-10-29
810,810,C10,2,5,2025-05-01
811,811,D12,1010,181,2025-05-17
812,812,C5,1819,327,2025-12-01
813,813,A7,159,28,2024-12-19
814,814,D9,1658,298,2025-11-30
815,815,C2,949,170,2025-04-29
816,816, D11 ,1461,262,2024-11-10
817,817,B6,90,16,2026-04-03
818,818,B3,639,115,2024-11-25
819,819,C4,1913,344,2025-09-05
820,820,D4,740,133,2025-02-24
821,821,D1,106,19,2026-07-30
822,822,C5,1359,244,2025-11-29
823,823,D1,96,17,2025-11-03
824,824,A3,1,5,2025-10-03
825,825,B11,749,134,2026-05-24
826,826,C3,1550,279,2025-03-27
827,827,A6,0,12,2025-10-06
828,828,A3 ,21,5,2025-01-14
829,829,D8,1542,277,2024-12-31
830,830,A3,118,21,2025-08-24
831,831,B5,1136,204,2025-02-26
832,832,A9,1966,353,2026-02-28
833,833,D5,173,31,2024-10-22
834,834,D1,1876,337,2024-11-08
835,835,B6,49,8,2025-11-05
836,836,A2,1807,325,2024-10-30
837,837,B8,1055,189,2025-03-13
838,838,A9,827,148,2025-11-05
839,839,B3,105,18,2024-12-25
840,840,C4,757,136,2026-02-28
841,841,A12,24,5,2026-07-12
842,842,D4,64,11,2026-06-30
843,843,C11,125,22,2024-11-01
844,844,C2,564,101,2025-12-01
845,845,B3,45,8,2026-02-23
846,846,D7,1133,203,2024-12-25
847,847,D5,1463,263,2024-11-19
848,848,A8,2,5,2024-11-11
849,849,D11,1274,229,2025-08-25
850,850,A5,1460,262,2026-05-04
851,851,B3,605,108,2025-04-15
852,852,A4,1,5,2024-12-16
853,853,D7,74,13,2025-11-21
854,854,A12,1540,277,2025-05-17
855,855, C9 ,182,32,2026-08-06
856,856,D2,133,23,2025-09-23
857,857, A5 ,1961,352,2024-09-17
858,858,A12,146,26,2026-02-28
859,859,D8,158,28,2026-06-13
860,860,D4,934,168,2026-02-15
861,861,D10,3,5,2025-02-11
862,862,A12,34,6,2026-05-01
863,863,B9,103,18,2025-11-24
864,864,A9,1841,331,2025-09-03
865,865,D1 ,99,17,2024-12-01
866,866,B11,956,172,2025-06-23
867,867,C9,146,26,2025-12-27
868,868,C10 ,40,7,2026-04-03
869,869,A2,1583,284,2026-05-23
870,870,C4,2,5,2025-10-11
871,871,D10,0,26,2026-05-08
872,872,C9,3,5,2026-07-30
873,873,C12,2,5,2025-12-22
874,874,D8,662,119,2026-05-26
875,875,C12,117,21,2026-07-25
876,876,A7,134,24,2025-04-15
877,877,A1,108,19,2026-03-24
878,878,C2,0,10,2025-11-16
879,879,C11,1122,201,2026-02-04
880,880,D6,51,9,2024-11-14
881,881,C4,140,25,2026-06-07
882,882,D3,1,5,2025-12-10
883,883,B2,1228,221,2025-02-14
884,884,A10,1902,342,2025-12-17
885,885,B1,120,21,2025-11-15
886,886,D5,1557,280,2025-10-02
887,887,A6,1816,326,2024-12-23
888,888,B2,51,9,2025-09-03
889,889,D7,1366,245,2025-11-21
890,890,C5,2,5,2025-10-18
891,891,C9,1787,321,2025-04-23
892,892,B11,23,5,2025-12-29
893,893,D9,2,5,2025-11-04
894,894,A8,3,5,2025-01-12
895,895,B12,39,7,2025-05-24
896,896,A5,857,154,2025-07-19
897,897,B12,994,178,2026-04-14
898,898,A2,559,100,2024-11-17
899,899,A1,52,9,2025-05-14
900,900,D1,1,5,2024-11-27
901,901,C8,128,23,2025-12-28
902,902,C11,1861,334,2025-06-21
903,903,C5,2,5,2025-03-23
904,904,D7,1538,276,2026-04-25
905,905,B7,62,11,2026-08-06
906,906,A4,-2,10,2026-01-31
907,907,A11,136,24,2024-09-18
908,908,D5,93,16,2026-07-07
909,909,D7,189,34,2024-11-25
910,910,C9,171,30,2025-03-11
911,911,A9,60,10,2025-06-27
912,912,D10,3,5,2024-11-20
913,913,A6,1343,241,2025-06-22
914,914,C12,21,5,2026-05-18
915,915,A1,831,149,2025-02-10
916,916,C7,1512,272,2025-02-19
917,917,D6,1768,318,2025-11-28
918,918,B6,1514,272,2025-12-05
919,919,C7,64,11,2025-11-27
920,920,A1,0,12,2024-10-23
921,921,D12,625,112,2026-05-17
922,922,D4,22,5,2026-01-30
923,923,C8,2,5,2025-10-02
924,924,B6,3,5,2025-07-27
925,925,A11,1246,224,2026-07-11
926,926,D2,779,140,2026-04-19
927,927,A12,960,172,2025-02-25
928,928,B6,109,19,2025-11-21
929,929,B4,62,11,2025-01-05
930,930,B6,172,30,2025-10-29
931,931,B4,2,5,2026-01-19
932,932,B10,1,5,2025-07-13
933,933,B8,0,16,2025-03-24
934,934,B3,94,16,2025-04-17
935,935,B5,750,135,2026-04-10
936,936,B1,900,162,2024-10-07
937,937,A9,636,114,2026-06-20
938,938,B12,2,5,2025-02-16
939,939, C9 ,-2,5,2025-11-23
940,940,B11,502,90,2025-09-16
941,941,A4,198,35,2025-03-25
942,942, C5 ,1677,301,2026-05-27
943,943,C5,1349,242,2026-04-03
944,944,A12,911,163,2025-10-30
945,945,D4,0,22,2025-06-11
946,946,B11,1357,244,2025-12-16
947,947,C1,688,123,2024-11-08
948,948, B6 ,194,34,2026-07-22
949,949,D2,590,106,2026-05-16
950,950,D9,1411,253,2025-09-07
951,951,D1,3,5,2026-04-09
952,952,D12,1052,189,2026-06-04
953,953,C1,1996,359,2024-11-12
954,954, D7 ,1324,238,2025-02-14
955,955,C9,1188,213,2024-12-18
956,956,A6,53,9,2025-12-30
957,957,B12,1052,189,2026-08-02
958,958,B10,197,35,2024-09-03
959,959,A1,805,144,2026-08-06
960,960,A10,64,11,2024-11-29
961,961,B4,122,21,2025-11-18
962,962,C2,125,22,2025-12-07
963,963,D2,2,5,2024-09-25
964,964,A7,76,13,2025-04-14
965,965,B4,151,27,2025-07-17
966,966,D9,3,5,2026-06-08
967,967,B8,1652,297,2025-12-31
968,968,B2,2,5,2025-11-22
969,969,A1,65,11,2024-11-09
970,970,A3,91,16,2025-03-18
971,971,A1,119,21,2025-06-30
972,972,A1,951,171,2025-03-02
973,973,B10,70,12,2025-06-11
974,974,D4,1005,180,2026-06-13
975,975,B1,1298,233,2025-11-01
976,976,A10,1047,188,2025-09-26
977,977,B4,768,138,2025-09-05
978,978,A9,657,118,2026-02-18
979,979,B3,154,27,2026-07-03
980,980,C2,15,5,2026-08-06
981,981,B9,2,5,2025-11-24
982,982,A6,50,9,2025-05-23
983,983,D3,696,125,2025-11-01
984,984,D6,1081,194,2024-10-15
985,985,A2,2,5,2024-12-06
986,986,C8,0,23,2026-05-11
987,987,A5,56,10,2026-02-28
988,988,C1,1404,252,2025-01-10
989,989,D1,1456,262,2025-06-16
990,990,D6,1559,280,2024-10-17
991,991,B2,1,5,2026-05-16
992,992,B10,22,5,2025-03-29
993,993,C12,1083,194,2025-10-02
994,994,B8,1453,261,2026-08-06
995,995,D8,135,24,2024-12-24
996,996,D5,984,177,2026-05-15
997,997,B7,678,122,2025-02-01
998,998,D2,192,34,2024-11-01
999,999,B8,974,175,2024-09-23
1000,1000,D11,2,5,2026-04-12
1001,1001,C7,0,23,2024-09-05
1002,1002,D9,561,100,2026-07-29
1003,1003,D2,41,7,2024-12-02
1004,1004,B1,130,23,2026-03-10
1005,1005,B11,32,5,2026-04-04
1006,1006,D2,176,31,2024-11-09
1007,1007,B3,148,26,2025-05-12
1008,1008,C11,79,14,2025-02-07
1009,1009,C2,2,5,2024-09-16
1010,1010,B9,180,32,2025-06-03
1011,1011,A4,654,117,2025-08-13
1012,1012,D8,158,28,2025-12-31
1013,1013,B12,870,156,2025-01-20
1014,1014,A1,1578,284,2026-04-28
1015,1015,B4,54,9,2025-08-16
1016,1016,B5,2,5,2025-12-09
1017,1017,C9,1575,283,2025-07-19
1018,1018,D10,665,119,2024-10-29
1019,1019,D4,1395,251,2026-08-04
1020,1020,A8,111,19,2026-02-28
1021,1021,B10,1063,191,2026-08-03
1022,1022,C10,600,108,2026-03-25
1023,1023,A5 ,192,34,2025-07-02
1024,1024,B1 ,1338,240,2025-12-28
1025,1025,A11,664,119,2026-04-28
1026,1026,B10,167,30,2025-11-12
1027,1027,B5,83,14,2025-11-21
1028,1028,C11,67,12,2024-12-22
1029,1029,B9,1880,338,2024-11-23
1030,1030,B8 ,943,169,2026-01-12
1031,1031,D6,1030,185,2025-10-07
1032,1032,D4,1514,272,2026-01-05
1033,1033,B3,53,9,2025-10-04
1034,1034,C2 ,0,14,2024-09-08
1035,1035,D5,45,8,2026-07-01
1036,1036,C7,0,17,2024-11-18
1037,1037,C6,1176,211,2025-12-04
1038,1038,D9,1723,310,2025-11-23
1039,1039,A5,0,10,2025-02-27
1040,1040,C7,1457,262,2026-04-05
1041,1041,D3,49,8,2025-02-07
1042,1042,C8,1,5,2024-10-26
1043,1043,B6,1175,211,2025-12-31
1044,1044,C1,547,98,2025-04-02
1045,1045,D2,3,5,2024-12-19
1046,1046,A2,83,14,2024-12-20
1047,1047,D10,1702,306,2024-09-26
1048,1048,C5,45,8,2025-03-16
1049,1049,D2 ,20,5,2025-02-28
1050,1050,C8 ,1180,212,2025-08-05
1051,1051,C6 ,2,5,2025-08-31
1052,1052,D5,103,18,2025-12-29
1053,1053,D3,76,13,2025-09-04
1054,1054,B3,165,29,2026-03-08
1055,1055,D7,896,161,2026-05-15
1056,1056,A10 ,168,30,2025-10-22
1057,1057,B2,2,5,2026-04-23
1058,1058,B7 ,507,91,2026-08-05
1059,1059,A10,1817,327,2025-12-08
1060,1060,A10,184,33,2024-12-10
1061,1061,C7,178,32,2025-09-05
1062,1062,C5,1,5,2024-10-30
1063,1063,A7,1612,290,2026-02-17
1064,1064,A1,47,8,2024-10-23
1065,1065,B2,642,115,2025-08-03
1066,1066,D4,1205,216,2026-06-19
1067,1067,B9,1285,231,2026-04-28
1068,1068,B10 ,1384,249,2024-10-04
1069,1069,A8,853,153,2025-05-11
1070,1070,D10,1572,282,2025-04-14
1071,1071,C1,1263,227,2024-10-19
1072,1072,C9,1684,303,2024-11-19
1073,1073,B10 ,0,23,2025-10-03
1074,1074,C1,942,169,2025-04-22
1075,1075,D3,1153,207,2024-10-04
1076,1076,B11,1,5,2026-04-10
1077,1077,B3 ,858,154,2025-10-30
1078,1078,B6,1348,242,2025-12-22
1079,1079, D3 ,45,8,2025-12-21
1080,1080,B8,45,8,2024-10-06
1081,1081,D10,1636,294,2024-09-20
1082,1082,A4,788,141,2026-04-18
1083,1083,C4 ,0,12,2026-07-22
1084,1084,B6,1250,225,2025-10-08
1085,1085,B5,3,5,2025-09-24
1086,1086,A12,1,5,2024-11-13
1087,1087,B4 ,2,5,2025-10-27
1088,1088,C6,1301,234,2024-09-16
1089,1089,A3,748,134,2026-03-09
1090,1090,A10,82,14,2025-09-03
1091,1091,B2,141,25,2025-12-07
1092,1092,D12,0,20,2025-08-19
1093,1093,C8,71,12,2026-01-13
1094,1094,A5,1433,257,2025-10-10
1095,1095,B6,2,5,2025-09-01
1096,1096,C6,178,32,2025-05-15
1097,1097,D3,97,17,2025-03-07
1098,1098,C12,2,5,2026-02-28
1099,1099,D3,2,5,2025-12-23
1100,1100, D7 ,0,29,2026-05-25
1101,1101,B12,1306,235,2026-03-24
1102,1102,B10,45,8,2024-10-12
1103,1103,A3,1949,350,2026-07-29
1104,1104,A11,172,30,2026-02-25
1105,1105,D11,1,5,2025-04-30
1106,1106,C2,1531,275,2025-11-21
1107,1107, A8 ,832,149,2026-02-16
1108,1108,B11,140,25,2024-11-20
1109,1109,C1,1663,299,2026-07-03
1110,1110,B10,1909,343,2025-11-10
1111,1111,A1,1176,211,2024-09-23
1112,1112,A12 ,86,15,2025-10-02
1113,1113,A2,142,25,2024-12-15
1114,1114,A11,109,19,2025-02-06
1115,1115,B4,1326,238,2024-10-13
1116,1116,C3,29,5,2025-06-17
1117,1117,A3,3,5,2025-02-02
1118,1118,A4,2,5,2026-04-16
1119,1119,B9,-2,5,2026-04-07
1120,1120,C5,1828,329,2024-09-04
1121,1121,A1,1866,335,2026-02-20
1122,1122,D5,2,5,2024-10-31
1123,1123,D1,985,177,2025-07-11
1124,1124,C4,0,15,2024-11-23
1125,1125,A11,189,34,2025-10-22
1126,1126,D9,2,5,2026-07-26
1127,1127,D6,896,161,2025-01-29
1128,1128,B12,0,29,2026-04-23
1129,1129,D6,36,6,2026-03-28
1130,1130,B10,1963,353,2026-02-03
1131,1131,C8,1148,206,2025-02-08
1132,1132,C4,1718,309,2025-11-21
1133,1133,C2,1,5,2024-11-04
1134,1134,A12,507,91,2025-08-31
1135,1135,C3,105,18,2026-06-28
1136,1136,B8,1929,347,2025-09-28
1137,1137,B10,733,131,2024-09-20
1138,1138,A12,92,16,2025-12-14
1139,1139,A2,1558,280,2026-05-05
1140,1140,A8,3,5,2024-12-09
1141,1141,D11,113,20,2024-11-12
1142,1142,A6,1549,278,2024-09-15
1143,1143,B2,3,5,2026-02-19
1144,1144,C10,105,18,2026-06-29
1145,1145,C6,1,5,2025-08-30
1146,1146,B6,812,146,2025-02-14
1147,1147,D6,764,137,2026-06-14
1148,1148,B5,125,22,2024-12-19
1149,1149,A12,96,17,2025-06-16
1150,1150,D4,2,5,2026-05-05
1151,1151,C7,40,7,2026-08-05
1152,1152,A7,2,5,2025-02-07
1153,1153,D9,1,5,2026-07-23
1154,1154,D4,1102,198,2025-08-31
1155,1155,C10,103,18,2025-11-29
1156,1156,B4,1117,201,2026-02-04
1157,1157,A9,131,23,2025-05-04
1158,1158,C11,2,5,2026-04-28
1159,1159,A11,139,25,2026-06-14
1160,1160,D3,44,7,2026-02-27
1161,1161,C8,3,5,2024-11-09
1162,1162,C10,151,27,2024-10-17
1163,1163,B7,1984,357,2025-03-15
1164,1164,B11,1600,288,2026-02-11
1165,1165,D8,0,11,2026-04-14
1166,1166,B11,77,13,2025-06-24
1167,1167,C10,1339,241,2024-11-18
1168,1168,D1,3,5,2026-01-01
1169,1169,C10,1986,357,2026-04-04
1170,1170,B9,908,163,2024-11-10
1171,1171,D9,110,19,2025-06-19
1172,1172,C2,3,5,2025-11-29
1173,1173,C2,171,30,2026-02-18
1174,1174,D5,89,16,2026-07-31
1175,1175,A10,1769,318,2024-12-02
1176,1176,C5,138,24,2026-06-01
1177,1177,C8,1002,180,2026-04-29
1178,1178,C8 ,107,19,2025-09-30
1179,1179,C2,1047,188,2025-11-26
1180,1180,B10,14,5,2025-12-05
1181,1181,D5,178,32,2026-05-28
1182,1182, B7 ,575,103,2025-10-18
1183,1183,D3,694,124,2024-12-12
1184,1184,C3,1250,225,2025-06-01
1185,1185,C7,0,27,2025-04-29
1186,1186,B3,1,5,2026-07-06
1187,1187,D1,176,31,2024-11-14
1188,1188,A8,2,5,2025-07-15
1189,1189,D6,1,5,2026-08-06
1190,1190,B7,1118,201,2025-09-19
1191,1191,D3,970,174,2025-06-07
1192,1192,C12,1575,283,2025-12-14
1193,1193,D5,785,141,2025-01-08
1194,1194,B8,1241,223,2026-04-01
1195,1195,D7,602,108,2025-08-24
1196,1196,C4,63,11,2025-06-14
1197,1197,B8,629,113,2025-06-12
1198,1198,A12,169,30,2025-12-17
1199,1199,B5 ,1942,349,2025-11-04
1200,1200,A6,67,12,2025-09-18
1201,1201,D3,101,18,2025-11-02
1202,1202,C12,634,114,2026-05-30
1203,1203,C6,1880,338,2026-03-19
1204,1204,C12,1,5,2025-09-15
1205,1205,A11,1,5,2026-06-13
1206,1206,A9 ,667,120,2025-07-02
1207,1207,A12,199,35,2025-03-20
1208,1208,A4,2,5,2024-11-20
1209,1209,D7,1833,329,2024-12-21
1210,1210,D10,1157,208,2025-12-15
1211,1211,C2,2,5,2025-10-14
1212,1212,D9,73,13,2024-11-28
1213,1213,C2,195,35,2025-08-24
1214,1214,C1,155,27,2024-11-30
1215,1215,D5,3,5,2025-05-19
1216,1216,D6,871,156,2025-01-31
1217,1217,B9,132,23,2025-08-10
1218,1218,D9,1,5,2026-04-06
1219,1219,B7,3,5,2025-03-01
1220,1220,A8,42,7,2026-07-09
1221,1221,A1,3,5,2025-08-16
1222,1222,C9,185,33,2024-12-12
1223,1223,B10,0,27,2025-12-22
1224,1224,A6,1768,318,2026-05-14
1225,1225,D1,749,134,2025-08-08
1226,1226,C7,117,21,2026-05-12
1227,1227,C3,1106,199,2026-02-04
1228,1228,B1,125,22,2024-11-19
1229,1229,D11,186,33,2026-04-23
1230,1230,D4,1447,260,2024-11-05
1231,1231,D3 ,1442,259,2025-05-05
1232,1232,A4,0,11,2026-06-29
1233,1233,B1,0,20,2025-02-01
1234,1234,D3,1043,187,2024-09-22
1235,1235,D4,745,134,2025-06-06
1236,1236,D10,818,147,2026-06-06
1237,1237,B9,755,135,2025-06-18
1238,1238,B5,176,31,2024-11-30
1239,1239,C2 ,775,139,2025-06-09
1240,1240,B10 ,1877,337,2026-08-06
1241,1241,A3,984,177,2024-12-01
1242,1242,C6,2,5,2026-06-27
1243,1243,B10,54,9,2024-11-25
1244,1244,C9,67,12,2024-11-04
1245,1245,C9,0,11,2024-10-08
1246,1246,A2,1882,338,2024-12-07
1247,1247,A7,146,26,2026-06-22
1248,1248,A6,1231,221,2026-03-22
1249,1249,C7,1507,271,2025-04-16
1250,1250,B8,54,9,2024-11-20
1251,1251,D3,710,127,2025-10-10
1252,1252,D4,1791,322,2024-11-30
1253,1253,C9,902,162,2025-12-25
1254,1254,A11,1030,185,2026-05-04
1255,1255,A6,33,5,2025-09-09
1256,1256,A10,1339,241,2025-01-25
1257,1257,B4,1,5,2025-03-18
1258,1258,C10,141,25,2025-05-10
1259,1259, D9 ,1560,280,2026-07-25
1260,1260, B1 ,2,5,2026-04-03
1261,1261,C9,1297,233,2025-10-02
1262,1262,D4,0,20,2025-12-17
1263,1263, A5 ,1933,347,2024-11-30
1264,1264,A2,3,5,2024-12-16
1265,1265,C4,97,17,2025-10-22
1266,1266,C4 ,538,96,2024-11-15
1267,1267,A9,676,121,2024-09-19
1268,1268,C10,3,5,2024-11-27
1269,1269,D10,158,28,2024-11-21
1270,1270,A12,1143,205,2026-01-22
1271,1271,D1,2,5,2026-04-29
1272,1272,D4,116,20,2026-03-20
1273,1273,D3,1,5,2026-08-06
1274,1274,B12,-2,19,2026-05-22
1275,1275,B2,1236,222,2025-06-10
1276,1276,B2,701,126,2025-07-10
1277,1277,A4,1,5,2025-03-11
1278,1278,A4,190,34,2024-12-24
1279,1279,A10,1628,293,2026-03-08
1280,1280,D11,111,19,2025-11-23
1281,1281,B9,1793,322,2024-11-02
1282,1282,C2,655,117,2025-12-08
1283,1283,D8,117,21,2024-12-09
1284,1284,B12,2,5,2025-06-09
1285,1285,A11,1683,302,2026-05-21
1286,1286,B5,1678,302,2024-10-10
1287,1287,B7,1429,257,2025-05-16
1288,1288,B12,84,15,2024-09-01
1289,1289,B3,829,149,2025-07-09
1290,1290,C12,-2,163,2025-12-28
1291,1291,B5,1551,279,2024-09-02
1292,1292,C5,0,18,2025-11-12
1293,1293,B5,-2,205,2025-11-21
1294,1294,B5,0,10,2026-06-20
1295,1295,D6,1898,341,2025-06-06
1296,1296,C9,789,142,2024-11-01
1297,1297,C5,1880,338,2025-12-19
1298,1298,C5,66,11,2025-05-13
1299,1299,C7,61,10,2024-12-30
1300,1300,C4,10,5,2025-11-06
1301,1301,D11,1958,352,2024-11-15
1302,1302,A2,1,5,2024-11-17
1303,1303,D12,197,35,2026-01-23
1304,1304,A3,536,96,2025-12-11
1305,1305,D4,97,17,2025-11-10
1306,1306, B12 ,140,25,2026-03-20
1307,1307,C5,1693,304,2024-11-17
1308,1308,A7,1416,254,2024-10-17
1309,1309,D9,81,14,2026-08-06
1310,1310,A8,82,14,2025-09-21
1311,1311,B1,13,5,2026-07-11
1312,1312,B9,1367,246,2025-11-27
1313,1313,A3,39,7,2025-12-14
1314,1314,A6,903,162,2025-03-06
1315,1315,D7,1,5,2026-05-25
1316,1316,C12,88,15,2025-05-09
1317,1317,A3,1496,269,2026-05-28
1318,1318,B7,177,31,2025-03-23
1319,1319,C11,1506,271,2025-11-21
1320,1320,D8,151,27,2026-03-20
1321,1321,A3,3,5,2026-03-02
1322,1322,C8,178,32,2026-03-22
1323,1323,D7,1117,201,2026-08-06
1324,1324,B8,-2,26,2026-07-14
1325,1325,B9,90,16,2024-12-26
1326,1326,C10,11,5,2025-05-12
1327,1327,A10,158,28,2025-09-27
1328,1328,C10,80,14,2026-01-09
1329,1329,B8,2,5,2025-12-09
1330,1330,D12,868,156,2025-12-30
1331,1331,C3,3,5,2025-03-08
1332,1332,C4,581,104,2025-04-17
1333,1333,B3,146,26,2024-12-02
1334,1334,C8,-2,15,2026-05-09
1335,1335,C8,584,105,2025-06-10
1336,1336,B11,798,143,2025-07-25
1337,1337,D6,1103,198,2026-07-20
1338,1338,A6,1109,199,2026-06-19
1339,1339,D9,1281,230,2025-02-10
1340,1340,C2,74,13,2026-05-15
1341,1341,C6,628,113,2025-10-05
1342,1342,C2,1321,237,2025-11-07
1343,1343,D6,1771,318,2025-06-28
1344,1344,B9,608,109,2026-08-06
1345,1345,A9,0,12,2025-12-12
1346,1346,D5,1060,190,2025-04-09
1347,1347,D1,1651,297,2025-10-20
1348,1348,B5,152,27,2026-05-05
1349,1349,A7,2,5,2024-10-06
1350,1350,C2,75,13,2024-12-29
1351,1351,C10,0,19,2024-09-20
1352,1352,B2,685,123,2024-11-01
1353,1353,A8,1596,287,2025-10-17
1354,1354,A1,1,5,2025-05-27
1355,1355,A1,800,144,2025-08-17
1356,1356,D7,1658,298,2025-08-16
1357,1357,A7,50,9,2024-12-06
1358,1358,A9,1,5,2026-03-10
1359,1359,C4,1862,335,2025-04-13
1360,1360, A3 ,153,27,2026-04-30
1361,1361,D10,51,9,2024-12-14
1362,1362,D5,719,129,2025-04-20
1363,1363,A2,3,5,2025-11-08
1364,1364,A4,1630,293,2025-04-04
1365,1365,B12,179,32,2024-12-28
1366,1366,C4,615,110,2026-06-10
1367,1367,C9,1037,186,2025-07-21
1368,1368,C3,105,18,2026-06-01
1369,1369,B11,917,165,2026-08-06
1370,1370,B4,35,6,2025-05-26
1371,1371,B4,1148,206,2025-04-16
1372,1372,D10,806,145,2024-12-15
1373,1373,B8,1664,299,2025-09-12
1374,1374,D6,57,10,2024-12-11
1375,1375,A2,1720,309,2025-02-25
1376,1376,D2,150,27,2026-02-03
1377,1377,A6,984,177,2025-06-20
1378,1378,B5,1260,226,2024-12-02
1379,1379,D5,45,8,2025-03-12
1380,1380,D2,1719,309,2024-12-22
1381,1381,D10,1657,298,2025-01-14
1382,1382,B8,112,20,2026-02-15
1383,1383,D10,108,19,2026-04-04
1384,1384,A6,22,5,2026-07-29
1385,1385,A4,1811,325,2026-08-06
1386,1386,A1,1917,345,2025-06-10
1387,1387,D9,161,28,2024-10-02
1388,1388,A11,1646,296,2025-11-12
1389,1389,B5,800,144,2024-10-29
1390,1390,A11,2,5,2025-12-13
1391,1391,D4,148,26,2025-12-12
1392,1392,B4,186,33,2024-11-28
1393,1393,C12,1323,238,2026-02-03
1394,1394,D1,1856,334,2025-02-17
1395,1395,D11,154,27,2025-05-20
1396,1396, C3 ,60,10,2024-10-27
1397,1397,D3,128,23,2025-06-20
1398,1398,A2,814,146,2025-03-16
1399,1399,C12,1858,334,2025-11-14
1400,1400,C11,901,162,2025-02-24
1401,1401,D1,1051,189,2025-11-16
1402,1402,D5,1473,265,2025-03-17
1403,1403,D9,1,5,2025-01-25
1404,1404,D12 ,59,10,2026-01-11
1405,1405, B4 ,86,15,2025-03-17
1406,1406,C2,0,27,2024-12-16
1407,1407,A10,2,5,2026-07-15
1408,1408,C12,1,5,2026-04-23
1409,1409,B7,706,127,2025-08-02
1410,1410,D3,73,13,2024-10-19
1411,1411,B2,1,5,2025-09-19
1412,1412,D12,616,110,2024-09-20
1413,1413,D2,68,12,2026-04-04
1414,1414,C3,116,20,2025-06-14
1415,1415,D6,2,5,2024-12-30
1416,1416,C2,28,5,2026-02-06
1417,1417,D9,720,129,2024-12-30
1418,1418,D3,1942,349,2025-12-07
1419,1419,B10,1,5,2025-11-21
1420,1420,A4,3,5,2024-12-18
1421,1421,C10,30,5,2025-12-21
1422,1422,D3,135,24,2026-03-08
1423,1423,B4,140,25,2026-02-17
1424,1424,D3,112,20,2025-11-16
1425,1425,A4,1826,328,2024-11-04
1426,1426,A1,3,5,2024-12-12
1427,1427,C2,3,5,2025-03-07
1428,1428,B2,1,5,2026-06-07
1429,1429,B8,1175,211,2024-11-19
1430,1430,A2,548,98,2025-10-21
1431,1431,D5,1463,263,2026-05-29
1432,1432,A6,3,5,2025-06-10
1433,1433,B3,47,8,2026-05-30
1434,1434,D7,1756,316,2025-03-25
1435,1435,D7,54,9,2025-06-03
1436,1436,D4,31,5,2025-11-06
1437,1437,A6,147,26,2025-11-03
1438,1438,C4,1402,252,2025-05-05
1439,1439,A6,1493,268,2025-07-30
1440,1440,A9,1615,290,2025-11-02
1441,1441,C7,2,5,2026-04-04
1442,1442,B8,1841,331,2025-04-02
1443,1443,C10,1092,196,2025-10-05
1444,1444,C4,79,14,2026-02-26
1445,1445,D6,1606,289,2026-07-05
1446,1446,A6,125,22,2024-11-24
1447,1447,B12,1205,216,2024-10-21
1448,1448,A11,1479,266,2024-09-21
1449,1449,B8,1753,315,2024-12-16
1450,1450,A12,78,14,2025-09-26
1451,1451,B5,578,104,2024-12-07
1452,1452,A10,2,5,2025-02-03
1453,1453,D12,1589,286,2024-12-05
1454,1454,A11,1192,214,2026-05-15
1455,1455,B3,1145,206,2026-05-21
1456,1456,A11,22,5,2025-07-15
1457,1457,A4,1255,225,2025-04-21
1458,1458,B11,1,5,2026-06-12
1459,1459,D2,690,124,2025-11-14
1460,1460,D11,1984,357,2024-12-05
1461,1461,C5,2,5,2026-03-10
1462,1462,B3,572,102,2025-03-15
1463,1463,B8,533,95,2026-04-16
1464,1464,B4,61,10,2025-09-02
